trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,22,Incongruent,13b_0.918_0.735.png,1.667083501815796,0.916,0.736,7.962766051292419,0.0,1.0,1.0668028593063354,hidden,2.066802978515625,2.0,2.895963191986084,fixation,1.0
1,1,3,Medium,3_0.408_0.429.png,1.667083501815796,0.416,0.422,6.93724513053894,9.629849433898926,1.0,1.5313183069229126,hidden,12.161168098449707,2.0,1.4059268236160278,fixation,1.0
2,1,18,Congruent,18_0.531_0.327.png,1.667083501815796,0.537,0.335,8.194517612457275,18.23417854309082,1.0,2.895963191986084,hidden,22.130142211914062,2.0,1.2985544204711914,fixation,1.0
3,1,2,Congruent,2_0.571_0.224.png,1.667083501815796,0.579,0.228,6.859548807144165,28.095779418945312,1.0,1.5033819675445557,hidden,30.59916114807129,2.0,1.3561668395996094,fixation,1.0
4,1,1,Incongruent,1_0.612_0.286.png,1.0496768951416016,0.619,0.291,8.050920963287354,36.62240982055664,1.0,1.1549577713012695,hidden,38.77737045288086,2.0,2.895963191986084,fixation,1.0
5,1,9,Congruent,9_0.367_0.490.png,1.667083501815796,0.374,0.482,9.791926383972168,45.7230110168457,1.0,2.895963191986084,hidden,49.61897277832031,2.0,2.895963191986084,fixation,1.0
6,1,8,Medium,8_0.796_0.408.png,1.667083501815796,0.804,0.406,9.27699613571167,57.1820182800293,1.0,2.895963191986084,hidden,61.07798385620117,2.0,2.381032943725586,fixation,1.0
7,1,11,Incongruent,11_0.286_0.571.png,1.667083501815796,0.282,0.565,7.558721542358398,68.1260986328125,1.0,1.0869007110595703,hidden,70.21299743652344,2.0,2.471820831298828,fixation,1.0
8,1,20,Medium,20_1.000_0.245.png,1.667083501815796,1.0,0.246,6.153793275356293,77.3519058227539,1.0,0.966448962688446,hidden,79.31835174560547,2.0,1.1873443126678467,fixation,1.0
9,1,9,Congruent,9_0.286_0.143.png,0.9447034001350403,0.294,0.136,8.732499599456787,85.17278289794922,1.0,1.9246704578399658,hidden,88.09745025634766,2.0,2.8078291416168213,fixation,1.0
10,1,1,Incongruent,1_0.714_0.612.png,1.113233208656311,0.721,0.619,9.209707498550415,94.84998321533203,1.0,2.313744306564331,hidden,98.16372680664062,2.0,2.895963191986084,fixation,1.0
11,1,11,Incongruent,11_0.102_0.837.png,1.667083501815796,0.111,0.845,8.366831064224243,105.17292785644531,1.0,2.1438002586364746,hidden,108.31672668457031,2.0,2.2230308055877686,fixation,1.0
12,1,8,Medium,8_0.469_0.592.png,1.667083501815796,0.461,0.591,9.791926383972168,115.20684051513672,1.0,2.895963191986084,hidden,119.10279846191406,2.0,2.895963191986084,fixation,1.0
13,1,9,Congruent,9_0.286_0.490.png,1.667083501815796,0.284,0.483,8.042881846427917,126.66584777832031,1.0,2.895963191986084,hidden,130.5618133544922,2.0,1.1469186544418335,fixation,1.0
14,1,2,Congruent,2_0.551_0.388.png,1.667083501815796,0.546,0.389,8.109600901603699,136.3758087158203,1.0,1.2136377096176147,hidden,138.58944702148438,2.0,2.895963191986084,fixation,1.0
15,1,8,Medium,8_0.510_0.245.png,1.4553853273391724,0.52,0.251,8.867444396018982,146.15249633789062,1.0,1.971481204032898,hidden,149.1239776611328,2.0,2.895963191986084,fixation,1.0
16,1,20,Medium,20_0.204_0.000.png,1.3737295866012573,0.211,0.009,7.870289206504822,156.47532653808594,1.0,2.895963191986084,hidden,160.3712921142578,2.0,0.9743260145187378,fixation,1.0
17,1,22,Incongruent,13b_0.714_0.510.png,1.667083501815796,0.714,0.507,8.226152420043945,165.71934509277344,1.0,2.895963191986084,hidden,169.6153106689453,2.0,1.3301892280578613,fixation,1.0
18,1,18,Congruent,18_0.020_0.143.png,1.591678500175476,0.02,0.142,8.037961840629578,175.61257934570312,1.0,2.895963191986084,hidden,179.508544921875,2.0,1.1419986486434937,fixation,1.0
19,1,20,Medium,20_0.571_0.163.png,1.667083501815796,0.562,0.157,9.769737482070923,185.24221801757812,1.0,2.873774290084839,hidden,189.11599731445312,2.0,2.895963191986084,fixation,1.0
20,1,18,Congruent,18_0.449_0.449.png,1.5797204971313477,0.456,0.44,9.791926383972168,196.67904663085938,1.0,2.895963191986084,hidden,200.57501220703125,2.0,2.895963191986084,fixation,1.0
21,1,3,Medium,3_0.551_0.449.png,1.667083501815796,0.55,0.453,9.791926383972168,208.05068969726562,1.0,2.895963191986084,hidden,211.9466552734375,2.0,2.895963191986084,fixation,1.0
22,1,8,Medium,8_0.653_0.918.png,1.667083501815796,0.648,0.913,9.605003356933594,219.50970458984375,1.0,2.7090401649475098,hidden,223.21873474121094,2.0,2.895963191986084,fixation,1.0
23,1,3,Medium,3_0.490_0.184.png,1.2490124702453613,0.499,0.187,9.791926383972168,230.7817840576172,1.0,2.895963191986084,hidden,234.67774963378906,2.0,2.895963191986084,fixation,1.0
24,1,1,Incongruent,1_0.612_0.224.png,1.667083501815796,0.622,0.226,8.458970189094543,241.82272338867188,1.0,2.895963191986084,hidden,245.71868896484375,2.0,1.5630069971084595,fixation,1.0
25,1,2,Congruent,2_0.816_0.347.png,1.4562815427780151,0.824,0.342,8.671278238296509,251.9487762451172,1.0,1.7753150463104248,hidden,254.72409057617188,2.0,2.895963191986084,fixation,1.0
26,1,20,Medium,20_0.776_0.755.png,1.667083501815796,0.781,0.755,7.8529916405677795,262.07635498046875,1.0,0.9570284485816956,hidden,264.0333557128906,2.0,2.895963191986084,fixation,1.0
27,1,11,Incongruent,11_0.612_0.469.png,1.1696372032165527,0.609,0.46,9.791926383972168,271.5964050292969,1.0,2.895963191986084,hidden,275.49237060546875,2.0,2.895963191986084,fixation,1.0
28,1,22,Incongruent,13b_0.898_0.857.png,1.667083501815796,0.892,0.863,9.503286600112915,282.5579833984375,1.0,2.895963191986084,hidden,286.4539489746094,2.0,2.607323408126831,fixation,1.0
29,1,2,Congruent,2_0.673_0.143.png,1.667083501815796,0.667,0.149,9.791926383972168,293.7283630371094,1.0,2.895963191986084,hidden,297.6242980957031,2.0,2.895963191986084,fixation,1.0
30,2,3,Medium,3_0.551_0.245.png,0.8861498236656189,0.561,0.244,8.404387474060059,0.0,1.0,1.5084242820739746,hidden,2.5084242820739746,2.0,2.895963191986084,fixation,1.0
31,2,1,Incongruent,1_0.796_0.306.png,1.667083501815796,0.794,0.313,8.431283354759216,9.290536880493164,1.0,1.5353201627731323,hidden,11.825857162475586,2.0,2.895963191986084,fixation,1.0
