trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,11,Incongruent,11_0.286_0.878.png,0.5,0.278,0.87,2.5,0.0,0.5,0.5,hidden,1.0,0.5,0.5,fixation,0.5
1,1,8,Medium,8_0.776_0.673.png,0.5,0.776,0.663,2.5,3.0,0.5,0.5,hidden,4.0,0.5,0.5,fixation,0.5
2,1,22,Incongruent,13b_0.755_0.918.png,0.5,0.756,0.925,2.5,6.0,0.5,0.5,hidden,7.0,0.5,0.5,fixation,0.5
3,1,9,Congruent,9_0.286_0.388.png,0.5,0.277,0.385,2.5,9.0,0.5,0.5,hidden,10.0,0.5,0.5,fixation,0.5
4,1,22,Incongruent,13b_0.898_0.714.png,0.5,0.903,0.719,2.5,12.0,0.5,0.5,hidden,13.0,0.5,0.5,fixation,0.5
5,1,9,Congruent,9_0.184_0.306.png,0.5,0.174,0.306,2.5,15.0,0.5,0.5,hidden,16.0,0.5,0.5,fixation,0.5
6,1,22,Incongruent,13b_0.918_0.755.png,0.5,0.91,0.762,2.5,18.0,0.5,0.5,hidden,19.0,0.5,0.5,fixation,0.5
7,1,3,Medium,3_0.163_0.306.png,0.5,0.154,0.3,2.5,21.0,0.5,0.5,hidden,22.0,0.5,0.5,fixation,0.5
8,1,1,Incongruent,1_0.735_0.122.png,0.5,0.743,0.12,2.5,24.0,0.5,0.5,hidden,25.0,0.5,0.5,fixation,0.5
9,1,11,Incongruent,11_0.143_1.000.png,0.5,0.134,1.0,2.5,27.0,0.5,0.5,hidden,28.0,0.5,0.5,fixation,0.5
10,1,18,Congruent,18_0.163_0.163.png,0.5,0.161,0.163,2.5,30.0,0.5,0.5,hidden,31.0,0.5,0.5,fixation,0.5
