trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,18,Congruent,18_0.020_0.306.png,1.1538973339476168,0.019,0.303,5.556835645510365,0.0,1.0,0.5182094568854321,hidden,1.518209456885432,2.0,1.0386261886249328,fixation,1.0
1,1,11,Incongruent,11_0.306_0.735.png,0.6771208159661573,0.302,0.731,5.793499198922818,6.7107329794579815,1.0,0.7149834514698625,hidden,8.425716430927844,2.0,1.0785157474529563,fixation,1.0
2,1,22,Incongruent,13b_0.857_1.000.png,0.6575154355265088,0.853,1.0,5.562400136631842,13.181352994346957,1.0,0.8123134613245713,hidden,14.993666455671528,2.0,0.7500866753072705,fixation,1.0
3,1,1,Incongruent,1_0.980_0.184.png,0.686718282948667,0.978,0.179,6.143303187857057,19.40126856650531,1.0,0.9055016305830716,hidden,21.30677019708838,2.0,1.2378015572739847,fixation,1.0
4,1,9,Congruent,9_0.041_0.286.png,1.2818323338620041,0.05,0.283,6.239606370992114,26.231290037311034,1.0,1.47351636469012,hidden,28.704806402001154,2.0,0.7660900063019952,fixation,1.0
5,1,2,Congruent,2_0.735_0.224.png,1.0212593281245474,0.734,0.227,5.600831892517824,33.752728742165154,1.0,1.0478417516041731,hidden,35.80057049376933,2.0,0.5529901409136516,fixation,1.0
6,1,3,Medium,3_0.245_0.143.png,0.7960495476422106,0.245,0.153,5.960479550265347,40.37481996280753,1.0,0.9797767855602224,hidden,42.354596748367754,2.0,0.9807027647051192,fixation,1.0
7,1,18,Congruent,18_0.245_0.286.png,1.160163477704296,0.245,0.279,5.553733548227697,47.13134906071509,1.0,0.8420328748161165,hidden,48.97338193553121,2.0,0.7117006734115809,fixation,1.0
8,1,8,Medium,8_0.673_0.673.png,1.162449887608431,0.678,0.682,6.348866822960993,53.84524608664708,1.0,1.394095174415452,hidden,56.239341261062535,2.0,0.9547716485455351,fixation,1.0
9,1,22,Incongruent,13b_0.714_1.000.png,1.3414266931772407,0.704,1.0,5.471164776343578,61.356562797216505,1.0,0.9314158133853516,hidden,63.287978610601854,2.0,0.5397489629582339,fixation,1.0
10,1,1,Incongruent,1_0.735_0.082.png,0.9199171179293626,0.725,0.091,6.158867662016846,68.16915426673732,1.0,0.6764525984025025,hidden,69.84560686513983,2.0,1.4824150636143452,fixation,1.0
11,1,11,Incongruent,11_0.184_0.776.png,1.4643349346582921,0.181,0.778,5.670359221531726,75.24793904668353,1.0,1.0284656025210417,hidden,77.27640464920457,2.0,0.6418936190106868,fixation,1.0
12,1,22,Incongruent,13b_0.796_0.755.png,0.6361572211321188,0.792,0.75,5.571084894088656,82.38263320287355,1.0,0.7876162968797268,hidden,84.17024949975328,2.0,0.7834685972089214,fixation,1.0
13,1,18,Congruent,18_0.224_0.265.png,0.7821023736640063,0.218,0.258,5.02049920773274,88.58987531809433,1.0,0.516442745823835,hidden,90.10631806391817,2.0,0.5040564619089083,fixation,1.0
14,1,9,Congruent,9_0.224_0.204.png,0.9960028970226016,0.22,0.213,5.194869085795673,94.39247689949107,1.0,0.6889159946792272,hidden,96.08139289417029,2.0,0.505953091116451,fixation,1.0
15,1,20,Medium,20_0.939_0.143.png,0.8857385244127209,0.947,0.143,5.78107748819636,100.58334888230935,1.0,0.7235618615475319,hidden,102.30691074385689,2.0,1.0575156266488257,fixation,1.0
16,1,2,Congruent,2_0.878_0.286.png,0.5901927736300875,0.88,0.286,6.1099979697452795,107.25016489491843,1.0,0.9635708149801412,hidden,109.21373570989857,2.0,1.1464271547651288,fixation,1.0
17,1,9,Congruent,9_0.000_0.041.png,1.2067715814471591,0.0,0.044,5.74755343833948,113.9503556382938,1.0,0.9217388325824061,hidden,115.8720944708762,2.0,0.8258146057570794,fixation,1.0
18,1,20,Medium,20_0.837_0.184.png,0.7202590461645391,0.842,0.189,6.909407536774552,120.90468065808044,1.0,1.4892340885638984,hidden,123.39391474664434,2.0,1.42017344821065,fixation,1.0
19,1,9,Congruent,9_0.245_0.041.png,0.8551170856452491,0.253,0.045,5.689993512461825,128.53434724101953,1.0,0.8346543194920604,hidden,130.3690015605116,2.0,0.8553391929697546,fixation,1.0
20,1,2,Congruent,2_0.735_0.265.png,1.4074880294196717,0.729,0.266,5.14844014677206,135.0794578391266,1.0,0.5484947734391629,hidden,136.62795261256576,2.0,0.5999453733328993,fixation,1.0
21,1,8,Medium,8_0.837_0.857.png,0.633944127258659,0.833,0.859,6.002910448269631,141.63538601531835,1.0,0.9868827597386891,hidden,143.62226877505702,2.0,1.0160276885309405,fixation,1.0
22,1,11,Incongruent,11_0.265_0.816.png,0.6459428212238909,0.256,0.817,5.071263966852655,148.27224059084665,1.0,0.5243233911542402,hidden,149.7965639820009,2.0,0.54694057569841,fixation,1.0
23,1,20,Medium,20_0.776_0.286.png,0.6451315712477725,0.768,0.277,5.9829359847149135,153.9894473789232,1.0,0.6848442989271136,hidden,155.6742916778503,2.0,1.2980916857878082,fixation,1.0
